Data File Name,2100 expert_High Sensitivity DNA Assay_DE13804795_2019-10-10_19-27-39.xad
Data File Path,C:\Program Files (x86)\Agilent\2100 bioanalyzer\2100 expert\data\2019-10-10
Date Created,"Thursday, October 10, 2019 10:27:38 AM"
Date Last Modified,"Thursday, October 10, 2019 11:09:01 AM"
Version Created,B.02.09.SI725
Version Last Modified,B.02.09.SI725
 
Assay Name,High Sensitivity DNA
Assay Path,C:\Program Files (x86)\Agilent\2100 bioanalyzer\2100 expert\assays\dsDNA
Assay Title,High Sensitivity DNA Assay
Assay Version,1.03
 
Number of Samples Run,11
 
Sample Name,Ladder
Number of Events,2121
 
Time,Value
93.45,0.6940039
93.5,0.9233882
93.55,1.006651
93.6,0.8591315
93.65,0.6767784
93.7,0.4580665
93.75,0.3503403
93.8,0.3734539
93.85,0.5167695
93.9,0.5837586
93.95,0.5971313
94,0.2944464
94.05,-5.425246E-02
94.1,-6.103558E-02
94.15,-7.198021E-02
94.2,6.524424E-02
94.25,0.3280224
94.3,0.4148536
94.35,0.1600812
94.4,0.116621
94.45,-2.303856E-02
94.5,4.703117E-02
94.55,0.2336372
94.6,0.6025456
94.65,1.249622
94.7,2.217639
94.75,4.281333
94.8,7.788507
94.85,14.15287
94.9,23.84969
94.95,37.68613
95,56.31836
95.05,79.57519
95.1,107.3272
95.15,137.3738
95.2,168.6034
95.25,197.4202
95.3,222.6684
95.35,242.5974
95.4,256.4832
95.45,262.1284
95.5,259.5045
95.55,251.5437
95.6,235.9319
95.65,215.4126
95.7,191.8671
95.75,166.9649
95.8,142.486
95.85,119.9434
95.9,98.55029
95.95,78.59653
96,62.96007
96.05,50.7094
96.1,41.39515
96.15,34.32096
96.2,27.5085
96.25,21.91927
96.3,18.03748
96.35,15.4003
96.4,13.26109
96.45,11.53493
96.5,10.3159
96.55,8.801932
96.6,7.362871
96.65,6.294801
96.7,5.726446
96.75,5.286497
96.8,5.019867
96.85,4.817779
96.9,4.257475
96.95,3.71995
97,3.259239
97.05,3.026161
97.1,2.971344
97.15,3.09405
97.2,3.366332
97.25,3.106431
97.3,2.504419
97.35,1.995266
97.4,1.782549
97.45,1.717047
97.5,1.80639
97.55,2.041928
97.6,1.865838
97.65,1.598787
97.7,1.339897
97.75,1.152887
97.8,1.048586
97.85,1.223076
97.9,1.306367
97.95,1.201621
98,1.230911
98.05,1.423598
98.1,1.5532
98.15,1.597513
98.2,1.481477
98.25,1.366921
98.3,1.260353
98.35,1.205531
98.4,1.101599
98.45,1.065777
98.5,1.051372
98.55,1.044651
98.6,1.202109
98.65,1.327199
98.7,1.338082
98.75,1.25325
98.8,1.12318
98.85,0.8978418
98.9,0.7721184
98.95,0.7302496
99,0.7661896
99.05,0.795925
99.1,1.010646
99.15,1.189317
99.2,1.250462
99.25,1.091638
99.3,1.091061
99.35,0.9805095
99.4,0.9285877
99.45,0.9048445
99.5,0.7864679
99.55,0.4995504
99.6,0.144937
99.65,0.2767675
99.7,0.6947693
99.75,1.170803
99.8,1.40414
99.85,1.267796
99.9,0.8890858
99.95,0.4178341
100,0.5698489
100.05,0.7127138
100.1,0.8966448
100.15,1.143932
100.2,1.060714
100.25,0.820491
100.3,0.5199704
100.35,0.5582482
100.4,0.5006396
100.45,0.8016716
100.5,1.07217
100.55,1.206929
100.6,1.939599
100.65,2.76942
100.7,5.033479
100.75,9.022934
100.8,16.18868
100.85,26.12007
100.9,39.45761
100.95,57.60911
101,82.67887
101.05,113.8767
101.1,149.1183
101.15,187.102
101.2,223.6558
101.25,257.7788
101.3,285.7641
101.35,304.1609
101.4,314.6135
101.45,319.9671
101.5,316.0849
101.55,304.58
101.6,286.2933
101.65,262.901
101.7,236.1298
101.75,207.3835
101.8,177.7397
101.85,148.8795
101.9,123.2181
101.95,101.1258
102,81.85381
102.05,64.57731
102.1,50.80384
102.15,40.82878
102.2,33.02036
102.25,27.23286
102.3,22.43692
102.35,18.89227
102.4,15.59001
102.45,13.48143
102.5,11.51981
102.55,9.817389
102.6,8.877501
102.65,8.0229
102.7,7.346654
102.75,6.392236
102.8,6.037689
102.85,5.540142
102.9,5.212113
102.95,5.028221
103,4.757889
103.05,4.786885
103.1,4.823745
103.15,4.763805
103.2,4.514785
103.25,3.994054
103.3,3.375916
103.35,3.085252
103.4,3.101414
103.45,3.246406
103.5,3.529921
103.55,3.961575
103.6,4.445136
103.65,5.059599
103.7,6.963312
103.75,11.22504
103.8,18.57309
103.85,29.17094
103.9,43.12268
103.95,61.50117
104,84.34369
104.05,109.5309
104.1,140.9293
104.15,176.2893
104.2,211.1752
104.25,245.328
104.3,276.2177
104.35,296.2379
104.4,310.3148
104.45,321.0724
104.5,322.3473
104.55,317.1093
104.6,304.9303
104.65,285.7025
104.7,259.7699
104.75,234.1
104.8,205.0413
104.85,175.8162
104.9,148.9126
104.95,124.2311
105,101.363
105.05,82.01151
105.1,67.52734
105.15,55.8831
105.2,45.71894
105.25,37.00215
105.3,30.21537
105.35,25.20041
105.4,22.56951
105.45,19.98899
105.5,16.97366
105.55,14.28668
105.6,12.51211
105.65,11.41499
105.7,10.2309
105.75,9.649446
105.8,8.666821
105.85,8.02577
105.9,7.981717
105.95,8.185574
106,8.320953
106.05,8.637096
106.1,8.766487
106.15,7.671919
106.2,6.966982
106.25,6.390606
106.3,5.977866
106.35,5.998824
106.4,6.486614
106.45,7.021231
106.5,6.820277
106.55,6.58482
106.6,6.533099
106.65,6.327385
106.7,5.981786
106.75,5.591011
106.8,4.961564
106.85,4.349919
106.9,3.892304
106.95,3.972692
107,4.352222
107.05,4.789091
107.1,5.220356
107.15,5.454712
107.2,5.069304
107.25,3.995935
107.3,3.283966
107.35,2.987553
107.4,2.962857
107.45,3.328735
107.5,3.820884
107.55,4.115971
107.6,4.164369
107.65,4.340701
107.7,4.148434
107.75,3.877719
107.8,3.687954
107.85,4.002275
107.9,4.040368
107.95,4.100468
108,3.968651
108.05,3.992793
108.1,3.886926
108.15,3.603132
108.2,3.855739
108.25,3.604219
108.3,3.538288
108.35,3.292748
108.4,3.242932
108.45,3.339388
108.5,3.576806
108.55,3.87037
108.6,4.941102
108.65,7.187212
108.7,10.41856
108.75,14.8444
108.8,19.51905
108.85,25.18797
108.9,34.11372
108.95,47.096
109,64.43444
109.05,87.15675
109.1,109.1224
109.15,131.0009
109.2,153.5992
109.25,176.1156
109.3,199.0434
109.35,222.1784
109.4,241.6623
109.45,250.2932
109.5,253.1661
109.55,254.6345
109.6,258.1011
109.65,261.7049
109.7,259.5928
109.75,248.0657
109.8,228.4699
109.85,206.5969
109.9,188.2265
109.95,174.3794
110,157.6537
110.05,136.7408
110.1,115.7107
110.15,97.69949
110.2,84.56745
110.25,75.77071
110.3,64.29945
110.35,52.70691
110.4,43.71365
110.45,38.69318
110.5,36.02249
110.55,33.66547
110.6,28.9877
110.65,24.68669
110.7,22.68662
110.75,21.30168
110.8,19.82199
110.85,17.90561
110.9,15.82948
110.95,13.06344
111,11.90974
111.05,11.67094
111.1,11.6609
111.15,11.4988
111.2,11.44943
111.25,10.34167
111.3,8.628476
111.35,7.251276
111.4,6.211554
111.45,5.241867
111.5,5.25142
111.55,5.144972
111.6,4.878294
111.65,5.309069
111.7,5.196216
111.75,5.271393
111.8,5.87493
111.85,6.351926
111.9,6.185113
111.95,5.746424
112,5.731746
112.05,6.772264
112.1,8.954553
112.15,10.77679
112.2,13.64303
112.25,17.66011
112.3,24.82003
112.35,34.72065
112.4,46.36744
112.45,55.63638
112.5,68.22185
112.55,80.26968
112.6,92.70188
112.65,102.6548
112.7,108.7927
112.75,112.841
112.8,116.3274
112.85,123.5771
112.9,131.8708
112.95,143.1654
113,148.2803
113.05,147.1051
113.1,137.8954
113.15,124.6761
113.2,112.588
113.25,102.3741
113.3,93.61526
113.35,85.48186
113.4,77.78677
113.45,69.7167
113.5,62.11479
113.55,53.73997
113.6,45.2615
113.65,38.03212
113.7,32.52309
113.75,28.90689
113.8,27.45017
113.85,25.79766
113.9,22.17182
113.95,18.11625
114,14.12181
114.05,12.48414
114.1,11.34702
114.15,11.48648
114.2,10.77429
114.25,9.486396
114.3,9.053245
114.35,9.712931
114.4,10.27199
114.45,9.64606
114.5,9.216833
114.55,8.034728
114.6,7.462153
114.65,7.448787
114.7,7.221989
114.75,6.703845
114.8,5.372368
114.85,4.839616
114.9,4.538067
114.95,4.222474
115,4.353099
115.05,4.882546
115.1,5.07163
115.15,4.675381
115.2,4.38429
115.25,3.98316
115.3,4.349936
115.35,5.055806
115.4,5.535696
115.45,5.664509
115.5,5.344695
115.55,4.782042
115.6,4.308462
115.65,3.649246
115.7,2.62657
115.75,2.098042
115.8,2.053413
115.85,2.068089
115.9,2.546444
115.95,2.949578
116,2.995053
116.05,2.960371
116.1,2.914192
116.15,2.554642
116.2,2.140287
116.25,1.901995
116.3,1.971121
116.35,2.075375
116.4,2.301579
116.45,2.02051
116.5,1.782483
116.55,1.357932
116.6,1.227288
116.65,1.141727
116.7,0.9611192
116.75,1.025947
116.8,0.6743473
116.85,0.6334103
116.9,0.378918
116.95,0.3488059
117,0.2963569
117.05,0.3807743
117.1,0.554742
117.15,0.271272
117.2,0.4540572
117.25,0.8690902
117.3,1.279937
117.35,1.396583
117.4,1.010755
117.45,0.4807905
117.5,-0.0475261
117.55,-0.2202683
117.6,-0.1453004
117.65,0.2232444
117.7,0.3818304
117.75,0.5072899
117.8,0.8818067
117.85,0.6074974
117.9,0.2639972
117.95,-0.1018688
118,-5.198688E-02
118.05,1.356168
118.1,2.718987
118.15,2.955604
118.2,2.057248
118.25,0.7628418
118.3,-0.6644742
118.35,-0.8841021
118.4,-0.3674369
118.45,-5.496346E-02
118.5,0.3284213
118.55,0.329419
118.6,-9.566231E-02
118.65,-0.4705683
118.7,-0.5210657
118.75,-0.4816429
118.8,-0.3945961
118.85,-0.2567513
118.9,-4.864474E-02
118.95,0.1410367
119,0.2030112
119.05,8.100881E-02
119.1,-0.2198625
119.15,-0.4719183
119.2,-0.5176901
119.25,-0.5747994
119.3,-0.824508
119.35,-0.930479
119.4,-0.7851737
119.45,-0.6133541
119.5,-0.3732222
119.55,0.2682146
119.6,0.7581254
119.65,0.6810189
119.7,0.310896
119.75,-0.2822145
119.8,-0.8086885
119.85,-0.9426954
119.9,-0.6263617
119.95,-0.3715742
120,-0.295816
120.05,-0.11369
120.1,-9.182162E-02
120.15,-0.3103372
120.2,-0.4380971
120.25,-0.4992628
120.3,-0.3266531
120.35,-0.2762187
120.4,-0.2949814
120.45,-0.5374562
120.5,-0.6396291
120.55,-0.6095845
120.6,-0.4214448
120.65,-0.3122661
120.7,-0.3315613
120.75,-0.2012708
120.8,-7.447947E-02
120.85,-0.1287247
120.9,-0.4416704
120.95,-0.6097033
121,-0.8209456
121.05,-0.915988
121.1,-0.8993316
121.15,-0.9121249
121.2,-1.064612
121.25,-1.054913
121.3,-0.8173875
121.35,-0.6528759
121.4,-0.5551912
121.45,-0.4785131
121.5,-0.6056114
121.55,-0.739722
121.6,-0.7069157
121.65,-0.652976
121.7,-0.6842055
121.75,-0.7579727
121.8,-0.673157
121.85,-0.5577017
121.9,-0.3774886
121.95,-0.4208655
122,-0.6005206
122.05,-0.6872618
122.1,-0.7882504
122.15,-0.8109668
122.2,-0.8766869
122.25,-1.066615
122.3,-1.303413
122.35,-1.073205
122.4,-0.8037691
122.45,-0.5641816
122.5,-0.2729062
122.55,-0.2065244
122.6,-0.5411356
122.65,-0.9690043
122.7,-0.8595886
122.75,-0.9016014
122.8,-0.9203336
122.85,-0.7366408
122.9,-0.6443452
122.95,-0.7158839
123,-0.9031754
123.05,-0.8275964
123.1,-0.898635
123.15,-0.7669603
123.2,-0.444473
123.25,-0.4262217
123.3,-0.5788099
123.35,-0.8165806
123.4,-0.7213455
123.45,-0.5979115
123.5,-0.5165874
123.55,-0.4951001
123.6,-0.6775669
123.65,-0.796345
123.7,-1.052374
123.75,-1.071609
123.8,-1.034142
123.85,-1.050754
123.9,-0.8375899
123.95,-0.5313533
124,-0.3972271
124.05,-0.6897473
124.1,-0.792299
124.15,-0.8706312
124.2,-0.7955995
124.25,-0.5161033
124.3,-0.3189261
124.35,-0.4109905
124.4,-0.5569317
124.45,-0.5540361
124.5,-0.7998554
124.55,-1.04501
124.6,-1.134671
124.65,-1.06987
124.7,-1.06987
124.75,-1.06987
124.8,-1.06987
124.85,-1.06987
124.9,-1.06987
124.95,-1.06987
125,-1.06987
125.05,-1.06987
125.1,-1.06987
125.15,-1.06987
125.2,-1.06987
125.25,-1.06987
125.3,-1.06987
125.35,-1.06987
125.4,-1.06987
125.45,-1.06987
125.5,-1.06987
125.55,-1.06987
125.6,-1.06987
125.65,-1.06987
125.7,-1.06987
125.75,-1.06987
125.8,-1.06987
125.85,-1.06987
125.9,-1.06987
125.95,-1.06987
126,-1.06987
126.05,-1.06987
126.1,-1.06987
126.15,-1.06987
126.2,-1.06987
126.25,-1.06987
126.3,-1.06987
126.35,-1.06987
126.4,-1.06987
126.45,-1.06987
126.5,-1.06987
126.55,-1.06987
126.6,-1.06987
126.65,-1.06987
126.7,-1.06987
126.75,-1.06987
126.8,-1.06987
126.85,-1.06987
126.9,-1.06987
126.95,-1.06987
127,-1.06987
127.05,-1.06987
127.1,-1.06987
127.15,-1.06987
127.2,-1.06987
127.25,-1.06987
127.3,-1.06987
127.35,-1.06987
127.4,-1.06987
127.45,-1.06987
127.5,-1.06987
127.55,-1.06987
127.6,-1.06987
127.65,-1.06987
127.7,-1.06987
127.75,-1.06987
127.8,-1.06987
127.85,-1.06987
127.9,-1.06987
127.95,-1.06987
128,-1.06987
128.05,-1.06987
128.1,-1.06987
128.15,-1.06987
128.2,-1.06987
128.25,-1.06987
128.3,-1.06987
128.35,-1.06987
128.4,-1.06987
128.45,-1.06987
128.5,-1.06987
128.55,-1.06987
128.6,-1.06987
128.65,-1.06987
128.7,-1.06987
128.75,-1.06987
128.8,-1.06987
128.85,-1.06987
128.9,-1.06987
128.95,-1.06987
129,-1.06987
129.05,-1.06987
129.1,-1.06987
129.15,-1.06987
129.2,-1.06987
129.25,-1.06987
129.3,-1.06987
129.35,-1.06987
129.4,-1.06987
129.45,-1.06987
129.5,-1.06987
129.55,-1.06987
129.6,-1.06987
129.65,-1.06987
129.7,-1.06987
129.75,-1.06987
129.8,-1.06987
129.85,-1.06987
129.9,-1.06987
129.95,-1.06987
130,-1.06987
130.05,-1.06987
130.1,-1.06987
130.15,-1.06987
130.2,-1.06987
130.25,-1.06987
130.3,-1.06987
130.35,-1.06987
130.4,-1.06987
130.45,-1.06987
130.5,-1.06987
130.55,-1.06987
130.6,-1.06987
130.65,-1.06987
130.7,-1.06987
130.75,-1.06987
130.8,-1.06987
130.85,-1.06987
130.9,-1.06987
130.95,-1.06987
131,-1.06987
131.05,-1.06987
131.1,-1.06987
131.15,-1.06987
131.2,-1.06987
131.25,-1.06987
131.3,-1.06987
131.35,-1.06987
131.4,-1.06987
131.45,-1.06987
131.5,-1.06987
131.55,-1.06987
131.6,-1.06987
131.65,-1.06987
131.7,-1.06987
131.75,-1.06987
131.8,-1.06987
131.85,-1.06987
131.9,-1.06987
131.95,-1.06987
132,-1.06987
132.05,-1.06987
132.1,-1.06987
132.15,-1.06987
132.2,-1.06987
132.25,-1.06987
132.3,-1.06987
132.35,-1.06987
132.4,-1.06987
132.45,-1.06987
132.5,-1.06987
132.55,-1.06987
132.6,-1.06987
132.65,-1.06987
132.7,-1.06987
132.75,-1.06987
132.8,-1.06987
132.85,-1.06987
132.9,-1.06987
132.95,-1.06987
133,-1.06987
133.05,-1.06987
133.1,-1.06987
133.15,-1.06987
133.2,-1.06987
133.25,-1.06987
133.3,-1.06987
133.35,-1.06987
133.4,-1.06987
133.45,-1.06987
133.5,-1.06987
133.55,-1.06987
133.6,-1.06987
133.65,-1.06987
133.7,-1.06987
133.75,-1.06987
133.8,-1.06987
133.85,-1.06987
133.9,-1.06987
133.95,-1.06987
134,-1.06987
134.05,-1.06987
134.1,-1.06987
134.15,-1.06987
134.2,-1.06987
134.25,-1.06987
134.3,-1.06987
134.35,-1.06987
134.4,-1.06987
134.45,-1.06987
134.5,-1.06987
134.55,-1.06987
134.6,-1.06987
134.65,-1.06987
134.7,-1.06987
134.75,-1.06987
134.8,-1.06987
134.85,-1.06987
134.9,-1.06987
134.95,-1.06987
135,-1.06987
135.05,-1.06987
135.1,-1.06987
135.15,-1.06987
135.2,-1.06987
135.25,-1.06987
135.3,-1.06987
135.35,-1.06987
135.4,-1.06987
135.45,-1.06987
135.5,-1.06987
135.55,-1.06987
135.6,-1.06987
135.65,-1.06987
135.7,-1.06987
135.75,-1.06987
135.8,-1.06987
135.85,-1.06987
135.9,-1.06987
135.95,-1.06987
136,-1.06987
136.05,-1.06987
136.1,-1.06987
136.15,-1.06987
136.2,-1.06987
136.25,-1.06987
136.3,-1.06987
136.35,-1.06987
136.4,-1.06987
136.45,-1.06987
136.5,-1.06987
136.55,-1.06987
136.6,-1.06987
136.65,-1.06987
136.7,-1.06987
136.75,-1.06987
136.8,-1.06987
136.85,-1.06987
136.9,-1.06987
136.95,-1.06987
137,-1.06987
137.05,-1.06987
137.1,-1.06987
137.15,-1.06987
137.2,-1.06987
137.25,-1.06987
137.3,-1.06987
137.35,-1.06987
137.4,-1.06987
137.45,-1.06987
137.5,-1.06987
137.55,-1.06987
137.6,-1.06987
137.65,-1.06987
137.7,-1.06987
137.75,-1.06987
137.8,-1.06987
137.85,-1.06987
137.9,-1.06987
137.95,-1.06987
138,-1.06987
 
Alignment,On
